Latitude,Longitude,MedInc,cluster
33.43,-117.61,3.9875,2
33.43,-117.6,5.1439,0
33.44,-117.61,6.5954,0
33.43,-117.59,6.5964,0
33.47,-117.67,1.6393,2
33.46,-117.67,4.6518,2
33.44,-117.67,6.6852,0
33.46,-117.67,5.3999,0
33.46,-117.66,5.0877,0
33.46,-117.66,5.1024,0
33.48,-117.66,2.3846,2
33.49,-117.65,4.3603,2
33.49,-117.64,5.6197,0
33.48,-117.65,5.4188,0
33.48,-117.65,13.0502,0
33.5,-117.63,7.2013,0
33.47,-117.63,6.3369,0
33.46,-117.65,6.0873,0
33.48,-117.64,5.6754,0
33.45,-117.65,5.49,0
33.49,-117.73,10.3983,0
33.48,-117.76,5.0044,0
33.51,-117.74,7.8239,0
33.53,-117.73,7.8915,0
33.54,-117.72,4.9821,0
33.53,-117.72,5.1129,0
33.51,-117.72,5.132999999999999,0
33.49,-117.72,5.7281,0
33.49,-117.73,9.8321,0
33.51,-117.73,6.1785,0
33.6,-117.69,6.4211,0
33.6,-117.68,6.8154,0
33.6,-117.69,5.4622,0
33.6,-117.7,3.0461,2
33.6,-117.69,3.475,2
33.6,-117.69,6.5413,0
33.59,-117.69,7.9283,0
33.59,-117.68,8.8636,0
33.58,-117.69,7.5177,0
33.59,-117.68,14.9009,0
33.58,-117.69,10.3953,0
33.47,-117.68,6.126,0
33.48,-117.68,5.0527,0
33.49,-117.68,4.245,2
33.49,-117.68,2.8357,2
33.49,-117.67,2.1935,2
33.49,-117.67,8.163,0
33.51,-117.68,6.323,0
33.49,-117.68,6.3568,0
33.48,-117.69,6.1815,0
33.47,-117.69,5.756,0
33.51,-117.66,4.0167,2
33.5,-117.66,4.4732,2
33.51,-117.67,4.0388,2
33.51,-117.67,3.4792,2
33.51,-117.67,2.9762,2
33.47,-117.69,3.86,2
33.47,-117.7,4.1563,2
33.47,-117.7,3.5915,2
33.47,-117.69,3.668,2
33.47,-117.7,3.8403,2
33.43,-117.72,3.8992,2
33.55,-117.68,6.065,0
33.54,-117.68,7.617999999999999,0
33.52,-117.68,5.752999999999999,0
33.55,-117.69,6.8007,0
33.54,-117.69,6.5394,0
33.53,-117.69,6.0868,0
33.52,-117.69,3.4455,2
33.51,-117.7,6.8279,0
33.52,-117.69,4.538,2
33.53,-117.7,5.9088,0
33.52,-117.71,6.1007,0
33.51,-117.71,13.1477,0
33.51,-117.71,6.379,0
33.57,-117.68,10.1122,0
33.55,-117.69,8.3275,0
33.55,-117.69,6.0743,0
33.54,-117.7,7.9338,0
33.55,-117.7,7.1736,0
33.56,-117.7,6.9343,0
33.56,-117.7,4.1379,2
33.57,-117.7,3.3125,2
33.54,-117.71,10.4415,0
33.54,-117.71,7.3878,0
33.58,-117.71,4.6336,2
33.57,-117.7,3.6196,2
33.57,-117.71,4.045,2
33.57,-117.71,4.877,0
33.51,-117.68,6.2661,0
33.51,-117.69,4.6607,2
33.5,-117.7,5.5677,0
33.49,-117.71,8.583,0
33.5,-117.7,8.7591,0
33.48,-117.7,6.3579,0
33.48,-117.7,6.3088,0
33.47,-117.71,6.5206,0
33.46,-117.74,4.89,0
33.47,-117.71,5.5507,0
33.68,-117.7,2.8192,2
33.71,-117.76,8.3634,0
33.71,-117.75,3.2841,2
33.7,-117.76,7.9125,0
33.71,-117.77,7.3141,0
33.7,-117.77,5.5464,0
33.7,-117.77,3.7147,2
33.65,-117.69,6.1062,0
33.65,-117.71,8.6088,0
33.65,-117.7,6.1863,0
33.64,-117.71,8.111,0
33.63,-117.71,5.8399,0
33.63,-117.71,4.5909,2
33.63,-117.71,3.4261,2
33.63,-117.7,5.2325,0
33.64,-117.72,2.2969,2
33.62,-117.7,5.0686,0
33.63,-117.7,5.5584,0
33.62,-117.71,5.8898,0
33.72,-117.76,10.4498,0
33.72,-117.76,7.9739,0
33.72,-117.75,8.7603,0
33.72,-117.76,4.3636,2
33.71,-117.76,3.2229,2
33.73,-117.74,4.1167,2
33.66,-117.69,8.2953,0
33.66,-117.69,6.9501,0
33.67,-117.67,5.7797,0
33.66,-117.67,4.7341,2
33.65,-117.68,5.928,0
33.68,-117.64,6.5069,0
33.72,-117.7,1.9659,2
33.65,-117.69,7.5619,0
33.64,-117.7,8.1926,0
33.63,-117.69,4.9079,0
33.64,-117.69,5.7559,0
33.64,-117.69,6.9741,0
33.71,-117.82,2.885,2
33.72,-117.82,6.5987,0
33.73,-117.81,2.1719,2
33.72,-117.8,4.821000000000001,0
33.71,-117.81,7.3769,0
33.72,-117.82,6.8634,0
33.7,-117.77,5.4248,0
33.69,-117.77,3.7988,2
33.69,-117.77,5.0631,0
33.69,-117.77,2.1406,2
33.69,-117.78,5.1299,0
33.68,-117.78,6.115,0
33.69,-117.78,6.0961,0
33.69,-117.8,6.8219,0
33.69,-117.79,5.7115,0
33.68,-117.79,6.8722,0
33.68,-117.8,4.4391,2
33.69,-117.8,4.2083,2
33.69,-117.8,7.9887,0
33.68,-117.8,3.631,2
33.68,-117.8,6.9133,0
33.67,-117.81,7.7589,0
33.67,-117.81,4.6019,2
33.67,-117.81,5.2124,0
33.67,-117.81,7.2025,0
33.67,-117.81,7.4581,0
33.68,-117.81,5.1583,0
33.68,-117.78,6.0634,0
33.68,-117.78,4.6793,2
33.68,-117.79,7.2118,0
33.68,-117.78,4.0187,2
33.68,-117.79,5.7858,0
33.68,-117.79,8.735,0
33.67,-117.8,5.7759,0
33.67,-117.8,8.283999999999999,0
33.67,-117.8,6.7962,0
33.69,-117.81,2.4233,2
33.68,-117.81,4.5469,2
33.68,-117.82,8.7974,0
33.68,-117.82,7.9187,0
33.67,-117.82,6.276,0
33.68,-117.83,4.1652,2
33.68,-117.82,6.1395,0
33.67,-117.77,4.5094,2
33.72,-117.77,6.5743,0
33.72,-117.77,7.8139,0
33.71,-117.77,8.1111,0
33.71,-117.77,7.5847,0
33.71,-117.77,5.5631,0
33.71,-117.78,7.3518,0
33.71,-117.78,4.6141,2
33.73,-117.79,7.2074,0
33.7,-117.78,5.409,0
33.7,-117.79,6.3298,0
33.71,-117.79,6.2162,0
33.71,-117.79,7.1069,0
33.7,-117.79,4.4286,2
33.7,-117.8,5.2923,0
33.7,-117.79,5.1741,0
33.69,-117.79,6.5783,0
33.69,-117.79,8.7385,0
33.69,-117.8,3.3438,2
33.55,-117.8,4.1304,2
33.56,-117.79,7.866,0
33.56,-117.81,10.9601,0
33.55,-117.8,5.8371,0
33.6,-117.77,3.7059,2
33.53,-117.8,4.1591,2
33.54,-117.78,2.2969,2
33.55,-117.79,3.821,2
33.54,-117.75,5.0907,0
33.51,-117.77,4.4464,2
33.55,-117.77,6.7861,0
33.57,-117.73,4.8488,0
33.67,-117.86,3.875,2
33.67,-117.82,2.5197,2
33.67,-117.83,3.7976,2
33.66,-117.83,6.5356,0
33.66,-117.83,5.3423,0
33.67,-117.81,6.3767,0
33.66,-117.8,4.0,2
33.66,-117.81,10.0757,0
33.66,-117.81,5.8752,0
33.66,-117.82,6.4238,0
33.64,-117.84,2.4132,2
33.61,-117.87,7.79,0
33.61,-117.86,8.6001,0
33.55,-117.88,10.1275,0
33.6,-117.84,9.0519,0
33.62,-117.86,7.9367,0
33.62,-117.86,10.1989,0
33.62,-117.85,10.3893,0
33.61,-117.85,7.5674,0
33.62,-117.85,15.0001,0
33.63,-117.86,5.3099,0
33.54,-117.77,7.2217,0
33.54,-117.76,6.9257,0
33.54,-117.77,4.1699,2
33.53,-117.77,3.2708,2
33.52,-117.8,3.053,2
33.53,-117.76,7.9794,0
33.53,-117.76,8.4614,0
33.53,-117.76,10.6349,0
33.53,-117.77,5.1837,0
33.51,-117.78,6.6178,0
33.63,-117.73,5.5137,0
33.62,-117.74,5.6877,0
33.64,-117.75,5.5342,0
33.62,-117.72,3.1679,2
33.62,-117.72,2.8583,2
33.61,-117.71,2.395,2
33.63,-117.72,1.9,2
33.62,-117.72,2.7634,2
33.61,-117.73,4.8611,0
33.62,-117.74,3.4706,2
33.61,-117.74,3.7422,2
33.61,-117.74,3.5625,2
33.61,-117.75,3.1779,2
33.6,-117.75,4.9,0
33.61,-117.75,3.2845,2
33.61,-117.73,2.6759,2
33.61,-117.7,3.6484,2
33.6,-117.7,2.3774,2
33.6,-117.71,3.5521,2
33.6,-117.71,2.3387,2
33.61,-117.72,2.5685,2
33.61,-117.72,2.49,2
33.61,-117.71,2.6848,2
33.61,-117.71,2.3438,2
33.6,-117.71,2.7601,2
33.6,-117.7,2.625,2
33.6,-117.7,3.1131,2
33.59,-117.7,4.1678,2
33.66,-117.84,4.5833,2
33.66,-117.84,3.7857,2
33.65,-117.84,2.2262,2
33.66,-117.83,7.9217,0
33.65,-117.83,3.7875,2
33.65,-117.83,4.1103,2
33.66,-117.82,6.4967,0
33.63,-117.81,8.1093,0
33.65,-117.82,6.3822,0
33.63,-117.8,4.1944,2
33.64,-117.8,8.8693,0
33.63,-117.8,11.1121,0
33.64,-117.82,9.8589,0
33.64,-117.81,11.0138,0
33.64,-117.81,12.3411,0
33.6,-117.88,8.8742,0
33.6,-117.87,6.6155,0
33.6,-117.87,5.1155,0
33.59,-117.87,6.6544,0
33.6,-117.87,5.2949,0
33.6,-117.86,6.6265,0
33.6,-117.87,4.498,2
33.6,-117.89,7.8164,0
33.61,-117.9,4.0764,2
33.61,-117.91,4.8,2
33.6,-117.91,5.1048,0
33.57,-117.92,7.2988,0
33.6,-117.9,3.6538,2
33.61,-117.92,3.5682,2
33.61,-117.91,11.075,0
33.61,-117.92,10.3682,0
33.61,-117.92,10.3048,0
33.61,-117.91,11.216,0
33.63,-117.88,4.7024,2
33.62,-117.89,3.0625,2
33.64,-117.88,8.5574,0
33.61,-117.9,13.1738,0
33.61,-117.89,6.3017,0
33.61,-117.89,6.0247,0
33.61,-117.89,5.0,0
33.61,-117.89,5.1923,0
33.6,-117.89,5.6336,0
33.61,-117.89,4.2222,2
33.61,-117.9,3.4937,2
33.64,-117.87,10.2849,0
33.65,-117.86,5.4284,0
33.63,-117.87,10.8289,0
33.62,-117.87,15.0001,0
33.62,-117.87,9.802,0
33.65,-117.88,5.9055,0
33.63,-117.9,10.1454,0
33.63,-117.91,3.1985,2
33.63,-117.9,6.1426,0
33.63,-117.9,3.2125,2
33.63,-117.9,7.1148,0
33.66,-117.88,3.5426,2
33.66,-117.89,4.1372,2
33.66,-117.9,3.6042,2
33.65,-117.9,4.6808,2
33.66,-117.89,5.5422,0
33.65,-117.9,6.632000000000001,0
33.64,-117.9,3.9375,2
33.65,-117.9,5.2549,0
33.65,-117.9,4.4135,2
33.65,-117.91,2.625,2
33.65,-117.9,3.4125,2
33.65,-117.91,2.2222,2
33.64,-117.91,3.9306,2
33.64,-117.9,5.0532,0
33.64,-117.91,4.8098,0
33.64,-117.91,3.6406,2
33.63,-117.91,2.7264,2
33.63,-117.92,4.9643,0
33.63,-117.91,4.9125,0
33.64,-117.92,3.1305,2
33.64,-117.91,2.8553,2
33.63,-117.92,3.5161,2
33.63,-117.91,3.5388,2
33.62,-117.92,5.2416,0
33.63,-117.92,7.8496,0
33.62,-117.92,6.5842,0
33.61,-117.91,5.9196,0
33.62,-117.91,4.4063,2
33.62,-117.91,9.2175,0
33.61,-117.92,5.3369,0
33.62,-117.93,4.5658,2
33.62,-117.93,5.6315,0
33.62,-117.94,6.5928,0
33.63,-117.95,6.0516,0
33.6,-117.96,5.2333,0
33.61,-117.93,3.8125,2
33.62,-117.93,7.0516,0
33.62,-117.94,3.6607,2
33.65,-117.94,5.6637,0
33.65,-117.93,4.4211,2
33.64,-117.93,2.7143,2
33.64,-117.94,2.6221,2
33.64,-117.93,2.5301,2
33.64,-117.92,3.0708,2
33.64,-117.94,1.6389,2
33.64,-117.93,2.7543,2
33.63,-117.95,5.8777,0
33.63,-117.95,6.0,0
33.63,-117.93,4.6161,2
33.63,-117.95,3.9917,2
33.65,-117.91,4.1029,2
33.64,-117.92,2.75,2
33.65,-117.92,3.4417,2
33.65,-117.93,3.5179,2
33.65,-117.91,2.1074,2
33.65,-117.92,0.9702,2
33.65,-117.92,4.1026,2
33.65,-117.92,3.184,2
33.65,-117.93,2.75,2
33.68,-117.92,4.8125,0
33.67,-117.93,8.1001,0
33.67,-117.94,8.1839,0
33.66,-117.94,5.5,0
33.65,-117.94,5.2732,0
33.65,-117.93,4.2036,2
33.69,-117.93,5.01,0
33.69,-117.93,6.4441,0
33.68,-117.92,4.4732,2
33.68,-117.93,5.069,0
33.68,-117.94,7.4056,0
33.67,-117.92,4.2071,2
33.66,-117.93,9.6062,0
33.65,-117.93,3.1483,2
33.69,-117.91,5.2815,0
33.67,-117.91,3.512,2
33.68,-117.9,4.8359,0
33.67,-117.9,6.1601,0
33.68,-117.89,5.0853,0
33.67,-117.9,6.6833,0
33.67,-117.91,4.4625,2
33.66,-117.91,4.0341,2
33.65,-117.91,4.0417,2
33.66,-117.91,3.225,2
33.66,-117.9,3.1667,2
33.66,-117.9,6.6369,0
33.69,-117.9,5.422000000000001,0
33.69,-117.87,3.7174,2
33.68,-117.89,3.3409,2
33.69,-117.88,5.2138,0
33.71,-117.86,3.152,2
33.71,-117.86,3.375,2
33.71,-117.87,4.9148,0
33.71,-117.87,3.5326,2
33.7,-117.87,4.9153,0
33.7,-117.87,5.0956,0
33.71,-117.88,4.1,2
33.71,-117.88,3.5551,2
33.71,-117.88,3.1742,2
33.7,-117.88,5.4836,0
33.7,-117.88,3.4835,2
33.7,-117.88,5.3254,0
33.7,-117.88,3.8029,2
33.72,-117.9,3.6875,2
33.72,-117.91,4.5607,2
33.72,-117.9,4.3899,2
33.73,-117.9,3.2639,2
33.72,-117.89,4.65,2
33.72,-117.89,3.6618,2
33.73,-117.88,4.5726,2
33.72,-117.88,3.9844,2
33.72,-117.88,3.89,2
33.71,-117.9,6.1966,0
33.71,-117.89,4.7422,2
33.71,-117.89,4.5814,2
33.71,-117.9,6.2488,0
33.71,-117.89,6.2452,0
33.71,-117.9,6.3427,0
33.7,-117.92,4.2708,2
33.71,-117.91,3.6505,2
33.7,-117.89,3.2386,2
33.7,-117.9,4.6483,2
33.7,-117.9,4.5757,2
33.73,-117.86,3.5694,2
33.72,-117.86,2.3333,2
33.72,-117.87,3.5902,2
33.72,-117.87,3.8421,2
33.72,-117.86,3.4130000000000003,2
33.72,-117.86,3.5511,2
33.73,-117.85,2.4539,2
33.73,-117.84,2.4211,2
33.74,-117.84,3.1353,2
33.74,-117.84,3.3611,2
33.74,-117.84,3.2104,2
33.74,-117.83,2.6771,2
33.75,-117.86,1.8,2
33.75,-117.86,1.9309,2
33.75,-117.86,2.9271,2
33.76,-117.86,2.8289,2
33.74,-117.85,2.7059,2
33.75,-117.85,2.5651,2
33.74,-117.86,3.375,2
33.74,-117.86,4.125,2
33.74,-117.85,2.1992,2
33.73,-117.86,3.775,2
33.73,-117.86,3.7202,2
33.73,-117.86,2.6385,2
33.74,-117.87,2.6734,2
33.73,-117.87,3.4193,2
33.74,-117.87,3.415,2
33.74,-117.86,3.425,2
33.73,-117.86,3.3125,2
33.74,-117.86,2.5,2
33.73,-117.89,3.0824,2
33.73,-117.9,3.7147,2
33.73,-117.9,4.1,2
33.73,-117.88,3.2037,2
33.73,-117.88,3.75,2
33.75,-117.89,4.0231,2
33.74,-117.89,2.9167,2
33.74,-117.89,3.2292,2
33.75,-117.9,3.425,2
33.74,-117.9,2.2105,2
33.74,-117.9,2.3783,2
33.74,-117.91,2.9926,2
33.73,-117.91,4.7639,2
33.73,-117.9,3.9659,2
33.74,-117.9,2.7535,2
33.74,-117.9,4.7679,2
33.74,-117.9,3.0833,2
33.74,-117.89,3.75,2
33.74,-117.89,4.6875,2
33.73,-117.89,4.0769,2
33.75,-117.88,1.5026,2
33.74,-117.88,3.1964,2
33.74,-117.88,3.1691,2
33.74,-117.88,2.8077,2
33.74,-117.87,2.7632,2
33.74,-117.88,2.5224,2
33.74,-117.88,3.0083,2
33.76,-117.87,2.246,2
33.75,-117.87,2.6561,2
33.75,-117.87,2.6635,2
33.75,-117.86,3.5972,2
33.75,-117.86,1.5054,2
33.75,-117.87,0.971,2
33.75,-117.87,1.7019,2
33.76,-117.88,3.4345,2
33.76,-117.88,1.7823,2
33.75,-117.88,4.5125,2
33.75,-117.88,2.8342,2
33.76,-117.9,3.6953,2
33.75,-117.9,3.7143,2
33.76,-117.89,3.8056,2
33.75,-117.89,3.1713,2
33.78,-117.88,3.5972,2
33.77,-117.88,6.9737,0
33.78,-117.88,3.3472,2
33.77,-117.89,4.1951,2
33.77,-117.89,3.9219,2
33.76,-117.89,4.8,0
33.77,-117.87,8.0784,0
33.76,-117.87,4.1071,2
33.77,-117.86,4.6111,2
33.76,-117.86,4.7083,2
33.76,-117.84,4.2798,2
33.76,-117.85,2.8828,2
33.76,-117.84,5.375,0
33.76,-117.84,3.6806,2
33.75,-117.84,4.0214,2
33.76,-117.85,4.5461,2
33.77,-117.84,4.3292,2
33.77,-117.85,4.0398,2
33.77,-117.84,3.5195,2
33.76,-117.84,4.3698,2
33.75,-117.83,4.9957,0
33.75,-117.82,4.6161,2
33.75,-117.82,2.8261,2
33.74,-117.82,3.0958,2
33.75,-117.83,3.4152,2
33.75,-117.81,5.021,0
33.74,-117.8,5.2998,0
33.73,-117.81,3.5719,2
33.74,-117.81,3.3047,2
33.73,-117.81,3.0305,2
33.73,-117.81,4.7273,2
33.73,-117.82,3.8703,2
33.73,-117.82,4.7039,2
33.73,-117.82,5.0162,0
33.74,-117.83,3.0382,2
33.73,-117.83,3.5387,2
33.76,-117.8,6.9014,0
33.76,-117.79,11.0546,0
33.75,-117.79,13.466,0
33.75,-117.79,9.3845,0
33.75,-117.8,5.3903,0
33.74,-117.8,6.5616,0
33.75,-117.81,3.7031,2
33.77,-117.79,8.5403,0
33.77,-117.79,6.9014,0
33.76,-117.78,11.4537,0
33.78,-117.78,10.1714,0
33.79,-117.76,8.2653,0
33.76,-117.77,11.0124,0
33.77,-117.82,7.0565,0
33.77,-117.83,4.1151,2
33.77,-117.83,4.275,2
33.76,-117.82,6.5308,0
33.77,-117.82,7.1882,0
33.76,-117.82,6.2944,0
33.76,-117.81,5.5654,0
33.77,-117.8,8.7496,0
33.77,-117.81,7.2392,0
33.83,-117.81,10.157,0
33.83,-117.83,8.3818,0
33.83,-117.83,3.6707,2
33.8,-117.82,4.0484,2
33.79,-117.83,4.8542,0
33.79,-117.82,4.1339,2
33.8,-117.83,5.8622,0
33.8,-117.83,3.8681,2
33.79,-117.84,5.3041,0
33.79,-117.83,2.9312,2
33.79,-117.84,2.378,2
33.78,-117.84,4.6125,2
33.78,-117.84,4.25,2
33.79,-117.81,3.75,2
33.78,-117.82,6.58,0
33.78,-117.81,5.7934,0
33.78,-117.82,5.4562,0
33.82,-117.81,12.2092,0
33.83,-117.8,11.1228,0
33.82,-117.82,8.3637,0
33.81,-117.81,8.9257,0
33.82,-117.81,10.8111,0
33.81,-117.82,9.9055,0
33.82,-117.83,5.7817,0
33.82,-117.83,3.6953,2
33.81,-117.83,2.8403,2
33.81,-117.82,5.4395,0
33.81,-117.83,5.4298,0
33.81,-117.82,6.0705,0
33.79,-117.85,3.4234,2
33.79,-117.85,3.6827,2
33.79,-117.86,3.1792,2
33.79,-117.85,3.8929,2
33.78,-117.85,3.3939,2
33.78,-117.86,3.125,2
33.77,-117.85,4.575,2
33.79,-117.85,2.4688,2
33.79,-117.86,3.8929,2
33.78,-117.86,2.6959,2
33.78,-117.87,4.3039,2
33.78,-117.87,4.7208,2
33.78,-117.87,3.7454,2
33.8,-117.86,3.5172,2
33.79,-117.86,4.105,2
33.79,-117.87,4.192,2
33.79,-117.88,5.1418,0
33.78,-117.89,2.8835,2
33.78,-117.9,3.3627,2
33.84,-117.85,6.6719,0
33.84,-117.86,3.0087,2
33.84,-117.85,5.1785,0
33.83,-117.85,5.6784,0
33.83,-117.86,5.3439,0
33.84,-117.84,4.5217,2
33.8,-117.86,2.8235,2
33.81,-117.85,4.9917,0
33.81,-117.85,4.0417,2
33.8,-117.85,3.825,2
33.8,-117.85,4.3269,2
33.81,-117.84,4.0324,2
33.8,-117.84,4.3661,2
33.8,-117.84,3.59,2
33.82,-117.86,6.6603,0
33.82,-117.84,4.7946,2
33.84,-117.84,5.0629,0
33.84,-117.89,3.5521,2
33.83,-117.89,5.6276,0
33.83,-117.9,3.8456,2
33.82,-117.89,4.8906,0
33.8,-117.89,6.0224,0
33.82,-117.89,5.0605,0
33.82,-117.89,3.6761,2
33.81,-117.87,3.7604,2
33.84,-117.87,5.3812,0
33.84,-117.88,3.5893,2
33.84,-117.88,3.7303,2
33.83,-117.87,5.6163,0
33.83,-117.88,6.4685,0
33.83,-117.88,6.8407,0
33.82,-117.88,3.8631,2
33.82,-117.88,6.0488,0
33.82,-117.87,5.9397,0
33.85,-117.88,3.7772,2
33.85,-117.88,4.375,2
33.84,-117.88,6.1168,0
33.84,-117.88,5.1782,0
33.85,-117.9,4.325,2
33.85,-117.9,3.6,2
33.85,-117.89,3.875,2
33.85,-117.9,3.3375,2
33.85,-117.89,3.2303,2
33.84,-117.9,3.5329,2
33.84,-117.89,2.8021,2
33.85,-117.88,2.3173,2
33.84,-117.88,3.9286,2
33.84,-117.87,4.5,2
33.84,-117.87,4.0724,2
33.84,-117.87,4.5112,2
33.84,-117.87,5.1182,0
33.85,-117.85,4.2276,2
33.85,-117.86,4.9306,0
33.85,-117.92,2.3704,2
33.84,-117.92,4.6111,2
33.85,-117.92,3.2344,2
33.85,-117.91,2.7014,2
33.84,-117.91,2.9583,2
33.85,-117.91,3.025,2
33.84,-117.91,2.6563,2
33.85,-117.93,1.9621,2
33.85,-117.94,3.3393,2
33.85,-117.93,2.9474,2
33.85,-117.93,3.875,2
33.85,-117.93,4.2019,2
33.85,-117.93,3.2188,2
33.85,-117.94,4.275,2
33.84,-117.93,3.2301,2
33.85,-117.95,4.1325,2
33.85,-117.96,4.125,2
33.85,-117.97,4.0061,2
33.85,-117.96,4.8438,0
33.84,-117.95,3.4028,2
33.84,-117.95,3.75,2
33.84,-117.95,3.5455,2
33.84,-117.94,3.1884,2
33.84,-117.94,3.6214,2
33.85,-117.98,4.765,2
33.84,-117.98,3.9539,2
33.84,-117.98,5.0747,0
33.85,-117.97,5.1057,0
33.84,-117.96,3.4583,2
33.84,-117.97,4.8667,0
33.84,-117.97,5.25,0
33.84,-117.97,4.2679,2
33.84,-117.97,2.8348,2
33.84,-117.99,4.9115,0
33.83,-117.97,3.2546,2
33.84,-117.98,4.6042,2
33.83,-117.98,3.3006,2
33.82,-118.0,3.2326,2
33.82,-118.01,4.0625,2
33.83,-118.01,2.5577,2
33.83,-118.01,2.4609,2
33.83,-118.0,3.9333,2
33.83,-118.0,2.2401,2
33.82,-118.0,4.5294,2
33.83,-117.99,3.2539,2
33.82,-117.99,3.1538,2
33.83,-117.99,5.2657,0
33.82,-117.99,4.1167,2
33.83,-117.98,3.2823,2
33.82,-117.98,4.9219,0
33.82,-117.98,5.5486,0
33.83,-117.98,6.212999999999999,0
33.83,-117.97,4.0185,2
33.82,-117.97,2.9891,2
33.82,-117.97,3.7655,2
33.83,-117.96,3.3831,2
33.83,-117.96,3.1315,2
33.83,-117.96,6.1001,0
33.84,-117.95,3.65,2
33.83,-117.94,3.25,2
33.83,-117.95,4.9394,0
33.82,-117.94,3.8828,2
33.82,-117.94,3.4,2
33.82,-117.95,3.6875,2
33.83,-117.95,5.0599,0
33.83,-117.96,6.3214,0
33.83,-117.95,3.8214,2
33.83,-117.93,2.4942,2
33.82,-117.92,4.3583,2
33.82,-117.94,2.3347,2
33.82,-117.94,5.0764,0
33.82,-117.93,3.0179,2
33.84,-117.92,3.2969,2
33.83,-117.92,2.5564,2
33.83,-117.93,3.375,2
33.84,-117.93,6.0531,0
33.84,-117.93,3.475,2
33.84,-117.91,2.2716,2
33.83,-117.9,2.8072,2
33.83,-117.91,1.119,2
33.83,-117.92,1.425,2
33.84,-117.91,1.5903,2
33.84,-117.91,3.125,2
33.83,-117.91,3.6607,2
33.83,-117.91,3.0288,2
33.83,-117.92,5.0275,0
33.83,-117.92,3.6042,2
33.83,-117.91,2.5509,2
33.82,-117.9,2.4931,2
33.82,-117.92,4.5057,2
33.82,-117.91,2.9479,2
33.82,-117.91,2.3843,2
33.81,-117.91,2.5625,2
33.82,-117.91,3.7014,2
33.81,-117.93,4.8981,0
33.81,-117.92,5.6047,0
33.8,-117.93,4.2731,2
33.8,-117.92,4.6696,2
33.8,-117.9,2.9231,2
33.8,-117.9,2.4833,2
33.8,-117.9,3.0789,2
33.8,-117.9,4.375,2
33.81,-117.94,4.2759,2
33.81,-117.94,3.256,2
33.81,-117.94,5.8461,0
33.81,-117.94,4.5714,2
33.8,-117.94,4.9429,0
33.81,-117.94,3.6771,2
33.8,-117.93,4.8611,0
33.82,-117.95,4.0735,2
33.82,-117.95,4.3269,2
33.82,-117.96,3.63,2
33.82,-117.96,3.7917,2
33.8,-117.96,4.7667,2
33.81,-117.96,5.2384,0
33.81,-117.96,4.7772,2
33.81,-117.96,4.7738,2
33.82,-117.96,3.707,2
33.82,-117.96,3.6422,2
33.81,-117.95,5.118,0
33.81,-117.96,4.4663,2
33.81,-117.95,4.025,2
33.81,-118.0,4.3636,2
33.81,-118.0,3.5268,2
33.81,-118.01,4.5179,2
33.82,-118.0,3.1087,2
33.81,-118.0,4.1276,2
33.81,-118.0,3.7059,2
33.8,-117.99,3.975,2
33.81,-118.0,2.8835,2
33.82,-117.99,2.8625,2
33.81,-117.99,2.4526,2
33.81,-117.99,2.2,2
33.81,-117.99,4.1667,2
33.81,-117.98,2.582,2
33.81,-117.98,3.7201,2
33.81,-117.98,5.152,0
33.81,-117.97,2.8042,2
33.81,-117.97,4.485,2
33.8,-117.99,3.3281,2
33.79,-117.99,4.5263,2
33.79,-117.99,3.1801,2
33.79,-117.99,3.9566,2
33.8,-117.98,5.4876,0
33.79,-117.98,4.1115,2
33.8,-117.98,4.3036,2
33.8,-117.97,5.4631,0
33.79,-117.97,3.6849,2
33.79,-118.0,3.6531,2
33.78,-117.99,3.5313,2
33.79,-117.99,3.2857,2
33.78,-117.98,3.9798,2
33.79,-117.97,4.1818,2
33.78,-117.99,3.1049,2
33.78,-117.97,3.9479,2
33.78,-117.98,3.2636,2
33.8,-117.96,3.4821,2
33.79,-117.96,5.2816,0
33.8,-117.96,5.244,0
33.8,-117.96,4.425,2
33.79,-117.95,5.6935,0
33.78,-117.95,3.9536,2
33.79,-117.96,2.0677,2
33.78,-117.96,6.37,0
33.8,-117.94,2.8,2
33.79,-117.95,4.4667,2
33.8,-117.95,4.6389,2
33.8,-117.95,5.237,0
33.79,-117.94,4.7986,0
33.78,-117.93,4.3906,2
33.78,-117.94,4.7731,2
33.79,-117.93,4.0909,2
33.79,-117.93,5.2129,0
33.79,-117.92,4.5739,2
33.79,-117.92,3.1726,2
33.79,-117.92,2.8622,2
33.79,-117.91,4.25,2
33.78,-117.91,4.0362,2
33.78,-117.93,3.9018,2
33.77,-117.92,3.522,2
33.78,-117.91,3.045,2
33.78,-117.92,3.4837,2
33.78,-117.95,2.9726,2
33.77,-117.94,4.5052,2
33.77,-117.94,3.2591,2
33.78,-117.94,3.8056,2
33.78,-117.94,3.0125,2
33.77,-117.93,4.5833,2
33.78,-117.96,2.4931,2
33.78,-117.95,3.7303,2
33.78,-117.96,4.875,0
33.77,-117.95,4.1917,2
33.77,-117.95,3.2632,2
33.77,-117.96,4.1321,2
33.77,-117.97,2.9414,2
33.77,-117.97,2.7157,2
33.77,-117.97,2.6618,2
33.77,-117.99,3.4955,2
33.77,-117.98,3.6333,2
33.76,-117.97,3.1771,2
33.77,-117.98,4.0955,2
33.76,-117.98,4.32,2
